In several important training stables_ there is * much correspondence to be got through_ and so much book-keeping to be done_ so many accounts to check and settle_ as to render it necessary that the trainer should keep a clerk or secretary_ an office filled in some cases by a member of the trainer's own family_ perhaps his wife_ or a daughter.,so,offering,exception,dancing
It would never answer to allow a stranger to become familiar * the secrets of the prison-house.,with,£2600,sympathisers,mysteries
It will be gathered from the * summary_ brief as it may be thought_ that horse-racing to those engaged in it is somewhat of a serious pastime.,foregoing,accruing,Memoir,\"silks
\"It takes a bit out of a jockey\" to ride two or three races per diem_ whilst trainers as a meeting progresses have much to do owners also_ with \"thousands\" invested in entry moneys and bets_ have anxious moments to *.,endure,Lane,reaches,consultation
In short_ without devoted_ never-ceasing attention to the business incidental to the turf_ horse-racing as * pastime for the people would speedily come to an end.,a,avocation,brazen,350
The foregoing observations on the \"business\" of horse-racing may be fitly supplemented by a few additional remarks about the officers of the turf—chiefly with regard to former doings by these gentlemen_ whose positions to-day are * \"picturesque\" than they were half a century ago.,less,splendour,1787,Royal
Various meetings are becoming nowadays hard to sustain_ and there is_ in some instances_ it is generally believed_ a * deal of begging on the part of the clerk of the course to get the requisite funds in such cases that gentleman performs_ or used to perform_ a liberal share of the work.,good,morally,latterly—that,experiencing
* may be mentioned here that when on a particular occasion a Queen's Plate_ usually run for at the popular Scottish Musselburgh meeting_ was disallowed by Parliament_ at the instigation of a Radical member of the House of Commons_ the clerk of the course_ Mr. James Turner_ along with some friends_ conceived the idea of replacing the disallowed trophy by a \"People's Plate\" of the same value_ £100 a subscription was suggested_ and the requisite sum of money was obtained in the course of a day or two_ mostly in pence.,It,meritorious,outer,blackleg?
\"The clerk of the course has * obligations to fulfil_ the due execution of which requires almost incessant attention throughout the whole period of the year_ apart from the race-week itself.,many,pricked,foreigners,Giles
For the efficient performance of those obligations_ * must bring into full exercise not only appropriate capabilities in his own part_ but their judicious application with regard to others.,he,1827.,grain,villages
He is an important connecting link and * himself depends_ in a considerable degree_ the success and popularity of the meetings with which he is immediately connected_ as well as the maintenance of his own reputation.,upon,Buttercramb,d'Or,abundance
He should not only be well acquainted with the laws of racing_ but with all the matters * propositions—with_ in short_ the prevailing state of the turf and_ although it may not be needful that he should be_ as it were_ a walking calendar with regard to past decisions generally_ or to pedigrees in particular_ he should arm himself with every needful information to strengthen his energies and aid his success.,and,Goodison,liquor,purveyed
He should be accurately acquainted with the several studs of horses in training_ what has been * hitherto_ and what is in anticipation.,accomplished,forfeits,February,deprived
He should be known to the respectable * as well as to the trainers themselves.,owners,satins\",Errol,based
To the former his deportment should be respectful_ without subserviency zealous without intrusion ready to give every * as to added money on the one hand_ and as to weights_ distances_ penalties_ and forfeits_ on the other.,information,Leger),am,Clever
With the latter_ he * be on comparatively familiar terms as ready to communicate propositions as to listen to suggestions commanding respect by a uniform civility_ and assuring confidence by faithfulness and integrity.,should,enrolled,market,Members
\"He should attend all the race-meetings * the country_ not only for the purpose of obtaining information as to the proposals emanating from other great and competing race-meetings_ but for securing additional subscriptions or nominations contained in his own red book_ which_ at the suitable opportunity_ should be submitted to the noblemen and gentlemen then present_ although_ perhaps_ he may have previously communicated with them by circulars through the post.,throughout,heaviest,retained,Crockford's
\"By adopting this course_ he places himself in the focus of turf intelligence_ from which radiates the information which he should turn to the best *.,account,will,late,keeper
* he thus becomes well known to all parties_ and esteemed for the propriety of his deportment on all occasions_ perhaps lauded for his praiseworthy zeal and assiduity_ he becomes also the best means of communication with all the owners of horses_ and is thus fully enabled to carry out the views of the race-meeting of his own locality_ city_ or burgh_ the most judicious appropriation of the grants of the municipal body_ or the subscriptions of the inhabitants_ and ensure the success and popularity which in racing matters are the life-blood of the meeting.,While,Clifden,Numerous,established
Many curious anecdotes have_ from time to time_ been circulated about the doings of various officers of the *_ not a few of them_ perhaps_ of a rather imaginative kind.,turf,9th,(by,1850.
In one or two instances where the clerk of the course acted also as handicapper_ as well as being lessee of the * stand_ it is said that it was his custom to \"retain\" all the big stakes in plain language_ it has been more than once implied that some handicappers were allowed_ by certain owners_ to keep the stake-money_ on condition of the horses entered by them being favoured in the apportioning of the weights.,grand,Or,latterly—that,proposals
\"If my horse wins_\" would say an owner_ \"the * I make will pay me therefore I shall not trouble myself about the stakes.,bets,round,annoyed,Rules
\" Such stories must be taken * the usual grain of salt.,with,foxes!,Warp,sharp
A story_ however_ was recently circulated by a well-known turf writer * a small owner_ who_ having won an important handicap_ called on the clerk of the course to lift the stakes he was received with a most incredulous stare_ but after a brief pause_ the official wrote out and signed the necessary cheque.,about,designed,Trustee,modified
\"There_\" said *_ \"but learn your business better don't let this occur again.,he,Henry,sixpence,horses—that
This official requires to \"look sharp_\" and he must keep his eyes wide open while engaged in the performance of his duties_ otherwise he may become the victim of a tricky jockey or owner_ who has an object to gain by perpetrating * fraud.,a,cue,15th,unremunerative
It has more than once occurred that the scales have been tampered with by a piece of lead being fastened to them in a hidden place_ in some cases before the boys were weighed_ in some cases after that process had been performed_ * object being to have the rider of the winning horse disqualified for carrying more or less than the stipulated weight.,the,been,philosophy,arrangements
The success of race-meetings is greatly dependent on the knowledge * talent of the handicapper_ owners and trainers being_ as has been said_ jealous and exacting.,and,respect,(1826-7),swindles
Of late years_ increased sums of money have been added by the managers or lessees of certain race-meetings to the * announced_ but in several instances without having the desired effect of swelling the acceptances or the field.,races,whole,\"metallician\",\"arrangements\"
No handicapper is thought to be successful unless the owners of more than half of the horses entered are * to cry content with the weights allotted to them.,pleased,443,questions,éclat
It occasionally happens_ however_ that although a handicap may * remarkably well constructed_ and every horse be allotted a fair weight_ the acceptances for various reasons may be small—so small on occasion_ as to render the race to all intents and purposes a failure.,be,gin,actual,\"Two
He would_ indeed_ be a clever handicapper if he could please all * enter their horses in any given race consequently_ when a handicap is published there is very often a loud chorus of disappointment.,who,illustration,views,1.E.2.
One owner compares the heavy weight assigned * his horse with the light weight bestowed on some other animal which has beaten it.,to,according,energetic,thirty
Owners_ dissatisfied with the work of this official_ sometimes strike their horses out of the race_ without waiting till the date when the acceptances have to * declared_ which is altogether a mistaken policy.,be,damages,fruitful,Smolensko
It very often happens that the views of the handicapper are triumphantly endorsed by the result of the race_ when two or three of the horses carrying the heaviest imposts of the handicap will make a bolder bid for victory than any of the other animals_ the honours of * race falling_ perhaps_ to the horse which carries the top weight.,the,Hermit,mail,gelding
Handicappers_ \"it is said_\" are occasionally \"got at_\" with the result that some well-planned * is brought off_ in which a horse carrying a light impost_ by favour of the official in question_ is declared the winner.,,probably,90,1858
Persons who have long been behind the scenes of the racing arena could doubtless relate many * of the kind indicated_ and as handicappers_ like other men_ are bung-full of human nature_ it is not to be wondered at if_ being sorely tempted_ they sometimes fall.,stories,saying,found,intention
But at the present time the * in question is more often a victim of some other man's crime than a criminal himself.,official,victors,ask,creation
Handicappers are born to be *.,deceived,thin,times,official
They form a * for owners to shoot their arrows at_ if such a simile is applicable horses are run in all fashions in order to deceive them_ and frequently with success.,target,demands,fifty-five,Mr.
It has hitherto been a fashion * hold up Admiral Rous to the admiration of the turf world as the greatest artist in the \"putting together\" of horses that has ever been known_ but statements to that effect must be taken only for what they are worth.,to,(say,meteor,wanted
Such a man as \"the Admiral\" was not_ of course_ open to accept * vulgar bribe no person would have had the hardihood to offer him a \"monkey_\" or even a pipe of fine old port_ to be allowed to place his own weight on his own horse.,any,Yeoman,copies,plots
But the Admiral was quite as easily deceived as many other handicappers_ with the result of being occasionally remorselessly \"sold\" in the same way by a well-devised \"plant_\" of which some carefully-kept horse which had been ridden out of * distance at petty meetings was the hero.,its,rule,inclosed,hogsheads
It is impossible_ with the fierce light which now beats on his work_ for a handicapper_ unless he has been deceived himself_ to go far wrong he does his duty_ as may be said_ in a glass house_ under the eye of all interested_ and dare not therefore_ if he would_ commit any serious _ however great * be the temptation held out to him.,might,demand,won't,ancient
The work of the starter is * most onerous and difficult to perform satisfactorily.,occasionally,assiduity,wonder,kings\"
Firmness and decision of character ought to be the chief characteristic of this officer * the turf.,of,man,colonial,limits
At times as many as thirty_ and even on occasion forty horses will assemble to compete in some popular handicap_ each jockey being eager to secure * advantage over his neighbour at the start.,an,Rutland,suppose,rings
Many of the lads are mounted on animals difficult to govern_ whilst others of the jockeys will_ of set purpose_ do their best to goad their horses into a state of unrest_ for the sake of delaying the start_ until * tiny boy mounted on a favourite is beaten with cold and fatigue before the race is even begun to be run.,some,\"sometimes,Byerly,Handsome
Such tactics have been often resorted to they seem to form * feature of \"jockeyship.,a,However,minute,perusal
\" As all who frequent race-meetings know_ the starter has a great deal * his power.,in,Buttercramb,talent,1718
That the gentlemen who officiate as starters at the present time are honest * their vocation_ men whom no bribe would tempt to go wrong_ however large it might be_ may be taken for granted.,in,predominating,gossip,destroy
But it was not always so there was a time in the history of the turf_ when the duties of starter were entrusted to * Tom_ Dick_ or Harry_ with the result that they were carelessly_ if not dishonestly performed.,any,advertise,devising,question
Nothing is more annoying to an owner of a valuable horse than * see the animal distressed by a number of false starts—especially when it has been heavily backed and is thought to possess a great chance of securing a victory.,to,waters\",1839,damaged
On such occasions the power of a horse is frittered before racing begins_ and its winning * lessened thereby.,chance,directing,displaced,\"starting
At one period of turf history_ according to an authority already mentioned_ the duties of starter were * inefficiently performed that Lord George Bentinck_ who reformed many of the abuses incidental to the sport of kings_ used himself voluntarily to undertake the task of starting the horses whenever a great event was about to be decided.,so,nevertheless,Paddington,\"A
