Near the entrance of the * circus tent there was a little man in a canvas chair.,great,striking,hardship,identity
She always * a drink at this trough.,takes,treasure,nervous,fact
He whisked the * back into his pocket.,note,noted,gorgeous,corridor
\"So you * going to help us_\" he said.,are,quite,roots,number
I was completely puzzled_ but_ as you will presently realize_ I was ready for * any adventure.,almost,plateau,eh,restrictions
My first clash with organized society had left me bewildered_ and ready for any * that might present itself.,revenge,chugging,inspectors,rubber
The little nervous man_ Mooney_ regarded me searchingly for * moments before he spoke.,some,summer,agent,drawn
As I have said_ I was ready for nearly any adventure_ but especially * adventure directed against a government with which we had lately been at war_ and which was still_ one felt_ a potential enemy.,an,console,semaphore,pull
Mooney leaned back * his chair and regarded me for some time_ his hand moving about his face.,in,flung,ring,cell—three
He took a paper dollar out of his * pocket and handed it to me.,waistcoat,unknown,permit,righteousness
I went out like a person who has suddenly fallen from the commonplace * into some story of the Arabian Nights.,world,porters,equipment,children
There was about me and over * world a haze of adventure.,the,reversing,custody,light
The details * this adventure were not clear_ but it was one directed against the crooked Mexican government_ and it involved a treasure like the treasure of the sunken Armadas.,of,envelope—sealed,gigantic,horse
It was * alluring stuff of the storybooks.,the,advantages,languor,gaunt
I was ready * it with these strange adventurers.,for,foresaw,disregard,performance
This state * feeling requires a word here.,of,bills,clinging,survive
After my father’s death_ as I was * alone_ I came down out of the great blue mountains to seek my fortune_ as the storybooks say.,now,deathbed,gone,face—capable
I walked_ and on the road I was overtaken * an adventure.,by,fields,eh,replace
Near a little village I passed one of those local trains_ common to this country: * engine_ one or two cars_ and an old passenger coach.,an,prepared,arms,bedded
The highway passed close beside the track_ and as I trudged along a fireman leaned out of the tender and * to me.,called,village,macadamized,twice
I told him with some *_ that I would ring his neck if he came down out of his iron box_ and I went on.,heat,stimulation,lovely,engine
But the thing * not ended.,was,empty,exclusive,readable
The train presently pulled on and_ as it passed_ the fireman threw * lump of coal at me.,a,tripped,fictitious,robber
I countered at him with a stone_ that missed * tender and struck the passenger car behind it.,the,mustache,strawcolored,methods
At the next village I was * and taken before a justice of the peace.,arrested,exclamation,degrade,straight
There I was told that it was a felony_ under the laws of the state_ to throw a stone * a passenger train_ and that the railroad intended to put me into the penitentiary.,at,precise,speech,roller
\"And what are you going to do with the fireman who threw * lump of coal at me?\" I said.,a,lived,building,shrugged
\"Then you’ll not do anything * me_\" I said_ and I rose.,with,overtake,caused,eyebrows
The little office of the Justice * at the end of the village.,was,career,property,understanding
A railroad detective sat beside me; the fireman who had made the charge * in the door.,lolled,moments,naming,desk
It * happened in a moment.,all,building,course,dealer
I threw off * railroad detective who caught at my arm and as the big fireman swung around into the door I struck him as hard as I could in the chest.,the,spotted,trudged,reply
He went crashing down * steps.,the,minutes,along,walls
I * through the door and ran.,jumped,answering,happen,please
The railroad * followed me_ firing his pistol.,detective,scared,replacement,not
But he * no match for my youth across the fields_ and he was soon out of sight.,was,comprehend,ahead,striking
I turned back the way I had come_ crossed to another *; and here on this afternoon I was.,highway,governed,thumb,lateness
I did not know how far I had * and hardly the direction.,traveled,basement,consigned,fly
You * see then how ready I was for any adventure—and especially if a railroad was included.,will,what,memoranda,payment
It had become_ by virtue of the injustice of * incident_ an enemy open to revenge.,this,main,map,extraordinary
I had no trouble to * a dinner_ but I found myself beset with difficulty about the piece of pipe.,find,formulate,fancy,modern
I tramped about the town during the afternoon_ but I could think of no place where a * of quarter-inch pipe could be obtained.,piece,weapon,halfway,particular
It did not occur to me to go to a plumbing shop_ and if I had thought of that I would not have * what excuse to make for my purchase.,known,chemists,affair,display
Besides_ I * no money.,had,text,runs,us—to
You will * that I was young and extremely hungry and the dollar and a half had disappeared in carrying out Mooney’s first direction.,remember,extraordinary,unconsciously,lay
I thought I should have to give * up.,it,dramatic,watching,carried
Finally in a blacksmith shop I found a rusted rod that * been part of a wagon brake.,had,beautiful,vigorous,backward
I asked the blacksmith * give it to me.,to,goldpieces,sudden,friendly
Naturally_ he wished to know what I was going to do with *_ and for a moment I was in difficulty for an answer.,it,character,discussions,leatherbound
Then I * him that they wanted such a piece of iron out at the circus_ and had promised to give me a ticket in if I could find it.,told,greatly,buried,faith
He flung me the * and wished that I might enjoy the circus.,rod,crisp,tables,occur
I had it in my sleeve when White appeared in the grass alley before the * entrance.,circus,writhings,beyond,majesty
I got out of the crowd and * him.,followed,picked,discovering,impassive
We went around the * tent_ through the stables for the horses_ then struck out across the meadow in a direction opposite from the town.,big,sheet,gorgeous,almost
White had very few words during the long walk through the dark * the meadow.,in,restraint,tree—crowding,confidential—as
\"You are a husky *_\" he said.,youngster,forth—his,merry,high
He was * in that estimate.,correct,pull,courage,day
I was a sturdy youngster_ hardened by * out-of-doors.,the,visible,failed,twisted
Physically I was developed_ but I seemed in my conception of affairs to have been still a child_ albeit * that stage of youth where_ instantly_ as by merely awaking in the morning_ one becomes a man.,approaching,connected,bits,plumbers
We * finally to the railroad track.,came,he,hieroglyphics,wish
There * a short switch with a little red house beside it.,was,easily,gowns,battered
It was less a house than a sort of box * a low door.,with,kiss,metallic,confused
Leaning * this door_ when we arrived_ was Mooney.,against,conspicuously,infectious,insight
He was * a cigarette; the tiny point of light had been visible to us as we approached.,smoking,adequate,heat,coincidence
I drew the rod out of my sleeve and handed it * him.,to,jump,corridors,reserve
He struck * match and examined the door; there was a padlock on it.,a,slightest,circulars,herself
He thrust the rod through the bow of the padlock and with a * twist broke it out of the lock.,quick,signaled,unfortunate,condition
Inside * a hand car_ and then it was that I realized why these men were concerned to have what they called a \"husky\" assistant.,was,gratefully,types,deliberate
It * with difficulty that we were able to get the car on the track.,was,string,interested,setting
Finally it was accomplished and * started away in the darkness.,we,applicable,theory,dream
I knew nothing about the operation of * hand car_ but I was quickly shown.,a,pump,let,tonneau
We set out * the direction which I took to be south of the town.,in,settled,fine,preceding
White and I on opposite sides * the car and Mooney squatted on the platform.,pumped,clocks,indifferent,forger
He had under him what looked like a feed sack_ * with something that had a considerable bulk.,filled,twodollar,answering,powerful
He carried also the iron * in his hand_ but it had served his purpose.,rod,westward,wished,railroad
At the first stream we crossed * tossed it into the water.,he,clenched,greatly,halfburned
It was a piece of possible * and he did not wish it to be picked up along the track.,evidence,mattock,bulb,incisive
True_ it connected neither him nor White with the thing which we were undertaking_ but perhaps I might be remembered by it_ and it was this man’s policy to leave no point * which any one could begin with his investigation.,at,lawn,trainmens,know
We * on for some time into the night.,went,clergyman—threadbare,respect,payment
Once in * while we passed a house lighted in the distance_ but no village and no dwelling near the track.,a,horses,processing,door
There was hardly any sound except that * the car on the rails.,of,subject,tampered,haze
I wondered at * still the world could be.,how,slight,knowledge,sleek
For a long time we continued to move south_ White and I at the pump handles * the car and Mooney_ as I have said_ squatted on the platform.,of,lived,soles,ticket
Suddenly * the silence he swore softly.,in,angular,distinguishing,deeplined
\"What’s * matter?\" said White.,the,disable,experienced,write
The little nervous man replied_ drawling * the words.,out,accepting,imagines,mammoth
\"It’s an ax_\" * said.,he,indignant,took,mustache
And * followed that plan.,they,distribution,impulses,obsolete
At a turn of the road we made out a house a few * yards above us on the slope of the hill.,hundred,person,lines,liked
The car stopped and I went to borrow * ax.,an,freshen,rather,trainmens
I do not know how it happened that there was no dog about_ * there are dogs at all these houses in the south.,for,embankment,met,front
I looked *_ but there was no ax to be found.,outside,equal,face,gravity
Then I * in at the window.,looked,deepest,bedded,reason
There was a wood fire dying down in the fireplace_ * a ladder leading to the loft.,and,houses,vaguely,manila
The * who lived there was evidently in his bed above.,person,mean,unsigned,cloth
The man’s coat * boots were on the floor by the ladder_ and beside the chimney there were some tools—a mattock_ a hoe_ and the ax for which I was looking.,and,manipulated,threadbare,exception
It * a hinged window secured on the inside by a button.,was,vast,bench,thinly
The ax was safe from any method * I knew_ and I went back to the hand car.,that,incident,paid,cackle
I told the * what I had found.,men,stimulated,misfortune,device
Mooney got up * his sack on the platform.,from,struggling,lips,warehouse
As we went along he took a * out of his pocket and dipped it in a ditch until it was thoroughly wet.,newspaper,stride,fall,fifty
When we reached the window he spread the wet paper against the glass and * the pressure of his hand broke the pane out.,with,east,thickened,shown
The broken glass stuck to the paper and it made almost * sound.,no,longdistance,handcuffed,character
Then he put his hand through and unbuttoned the latch_ opened the window and climbed in noiselessly like a *_ got the ax and came out.,cat,important,muscles,investigations
We were very near to our destination_ it proved_ and in half an hour we * a water tank.,reached,intending,just,extremity
It * near a little creek and in a strip of wood.,was,played,fluid,throngs
I had judged that we were on our way to a water tank from the few * Mooney had shown me_ and what he had said.,lines,gummed,should,live
The money of * Mexican government would be on a train that would stop here for water_ and_ like the pirates of the Spanish Main_ it was our affair to capture the treasure.,the,beyond,links,pursuit
Mooney got * and removed from the car a bundle upon which he had been sitting.,down,resumed,suddenly,concealed
White and I * the hand car and sent it down the embankment into the thick bushes; then we moved around behind the water tank to prepare for the undertaking.,upended,prisoners,polkadot,firemans
The * had long ceased to be dark.,night,twentyfive,mark,immobility
There was no moon_ but the sky was sown with stars_ and there was a sort of faint * light in the world.,white,words,hills,stopped
We could see distinctly what we were about_ even in the * behind the water tank_ shaded somewhat by the wood.,thicket,envelopes,administration,found
Here Mooney untied * bundle.,his,minutes,devitalized,warehouse
It contained three suits of overalls such as are worn by railroad men_ blue * and a sort of blue coat; they were not new.,trousers,tables,informed,convenience
Mooney was too clever a person_ as I came afterward to realize_ to make his party * by any new article.,conspicuous,gowns,lungs,creature
This * the disguise for our bodies.,was,reënacted,hem,married
For head covering Mooney had three sugar sacks dyed black_ with round holes for the * and mouth.,eyes,outdated,huddled,sleep
These we * over our heads.,pulled,insight,remove,ascent
He had also * ordinary burlap feed sack—the \"loot sack_\" he called it.,an,form,job,work
Then he * out the weapons.,brought,candle,feline,father
He made * little speech about these weapons.,a,disc,detective,blacksmith
They were the latest model of automatic pistols_ each * like the others.,precisely,middleaged,final,impersonated
He said it was * great mistake to go out with a different variety of weapons because in a protracted fight there could be no exchange of ammunition.,a,appeared—huge,husky,straps
His voice drawled with nervous jerks at the end * it.,of,regarded,tools—a,be
He might have been lecturing to * Sunday school.,a,thirtytwocaliber,hardest,containing
He asked me if I * the weapon.,understood,lodger,less,reuse
I did not understand it * said so.,and,amazingly,finished,tender
He made a * ridiculous gesture.,little,skilled,used,crouched
Then he explained what each * us was to do.,of,tiresome,crowd,blind
White was to * the ax in order to break in the door of the express car.,use,overflowing,halfburned,fitting
He_ Mooney_ would be * gunman_ and it was my part in the business to stand on the platform between the express car and the next passenger coach to keep back the conductor or any one else who might attempt to go forward into the train.,the,currency,sight,clerks
They seemed to know precisely * the trainmen would do_ and were prepared to meet it.,what,inevitable,food,left
We * hidden in the bushes close beside the tank when the train rolled in.,were,consuming,expanded,wrong
To me it * immense_ gigantic_ in the darkness.,seemed,loaded,excitement,clothes
The blinding headlight_ * roar_ and grating of the brakes seemed to make a bewildering confusion.,the,brotherhood,acumen,avoid
I think I should not have moved from the bushes_ in such confusion was I thrown_ had I not been between the two men; and as it happened_ I got * with them.,up,soiled,listening,clasped
We waited until * engine had taken water and the conductor and porter had made their round of the train; then we slipped out of our hiding place as the train pulled out.,the,pray,holdup,bridge
We swung on * the rear platform of the express car precisely at the moment that the porter climbed on to the steps of the same platform at the other side.,to,careful,gun,compliance
Mooney jammed * gun into the man’s face.,his,rings,dirty,rail
The porter nearly lost his hold * the rail of the car with terror.,on,notion,chin,preliminary
We must have presented every element * terror to him—the deadly weapons and the three looming figures in their black peaked caps.,of,sagged,along,painfully
White tried the door * the express car; it was open.,to,rearranging,particular,northwest
He pitched away * ax_ seized the porter by the shoulders_ and he and Mooney rushed the express car_ using the body of the terrorized porter for a shield against any bullet that might be fired.,the,softness,swiftly,cynical
To * surprise they found the baggage master_ mail clerk and express messenger all sitting on the floor eating lunch from dinner buckets.,their,store—about,it,affair
They all threw up their hands * with a single motion.,almost,promise,wide,above
\"Which is * express messenger?\" said Mooney.,the,distinct—in,slowed,array
\"I am_\" replied one of * men.,the,donation,coffee,trousers
\"I want * you have in the way box_\" he said.,what,done,platinum,split
The messenger denied * anything.,having,absent,am,corners
Mooney went about the * with deliberation.,thing,struck,stateroom,ponderously
He unlocked the box_ took out all packages_ and * them in his loot sack.,put,regard,left,paths
Then he left White to stand guard over the men while he took the mail * into the mail car to see what he could get there.,clerk,search,drink,crossbars
All this time I was standing at my post between * two cars looking through the glass door into the faces of the passengers.,the,bills,officials,keep
I could see * faces of the men before me clearly_ for I was looking from the dark into the lamplight.,the,weathered,rising,crossing
Nevertheless I felt as though their eyes were fixed on me and each man had a weapon * his pocket; but no one moved toward my end of the car.,in,war,end,shadowed
There * no suspicion of the events that were going forward a few feet beyond the door and I doubt_ even if it had been known_ whether any one would have taken the chance of coming out of the door.,was,admit,until,pretension
I must have * a formidable_ mysterious figure.,been,prominently,suggested,actors
Although the youngest_ I was the largest of the three men_ and with the pistol * my hand and the \"spook cap_\" as Mooney called it_ it would have taken courage to have advanced against me.,in,weapons,skillfully,master
It was * plan that when Mooney had finished with his work and had the loot in the sack ready to go he would pull the emergency air brake.,the,acumen,paragraphs,bulb
This would stop the train instantly and we should all * off on the fireman’s side of the train.,get,sky,nonproprietary,finished
He had explained to us in his lecture * the water tank that train officials always look on the engineer’s side when any trouble arises.,behind,subconscious,decided,weapons
I do not know how it happened_ but for some reason Mooney * White to make this signal and by mistake he pulled the wrong cord.,directed,profoundly,resources,irrelevant
I felt * automatic air begin to clamp the brake shoes.,the,piece,baggage,myself
The engineer blew * long sharp blasts to call the conductor forward.,four,spread,be,thoughtless
The conductor with * flagman at his heels started on the run.,the,joined,selected,persuade
They had been sitting * the car before me_ all the time under my eyes.,in,lock,noticed,drifted
Now * plunged through the door on to the platform.,they,mold,lump,at
I * at them as they advanced.,shouted,struck,slid,abstraction
In * excitement I roared the words.,my,identify,calmly,complimentary
They stopped suddenly like men who had come up against an invisible *_ dropped back through the door and closed it with a bang.,wall,adhered,somewhat,insistent
I * Mooney call to me as he jumped down.,heard,picture,surely,hitherto
By this time the * had stopped.,train,wrappers,descended,observations
The engineer * still blowing.,was,revenge,butterfly,slacked
The conductor had * to the rear of the train_ it seems_ when I had driven him back_ and got a rifle_ and was on the ground when I got off.,run,obtaining,road,creatures
He was shooting at Mooney and White as they disappeared through * bushes.,the,bring,tell,mystic
He was almost up to me as I stood there on the step * what to do.,uncertain,forwarding,suits,investigation
Then I remembered the direction Mooney had given_ elevated the muzzle of the automatic and fired it * his face.,in,mystery,highhanded,doubtless
I did not hit him_ but I got * result Mooney predicted.,the,goldpieces,golden,term
He dropped the gun and * back with a startled cry.,fell,vehicles,fled,safer
I took * chance and plunged into the bushes after my companions.,the,entering,travel,becoming
But my assault on his mind * not permanently disable him; he stooped over_ groped for the rifle_ got it in his hands_ and began firing at me as I ran.,did,tax,dummy,member
Once he hit a tree so close to me that the splinters flew in my *_ but in a moment I was covered by the wood.,face,weathered,drilled,desperado
I ran on * some distance and then squatted down behind a tree.,for,adventurous,unmoved,up
For some time * were confused noises_ voices scarcely audible at the distance; then the train moved on.,there,monotonous,gesture—a,mail
It was Mooney’s direction that after the train had passed * should return to the water tank.,we,fields,ago,until
\"It would be better to * back at once_\" he said.,go,carried,electrician,simple
There would be no posse for the * to leave_ but later the authorities would be informed and search would be made for us.,train,unmoving,sun,precision
But I must have gone farther than the others_ for * he and White were behind the tank when I came up.,both,whatever,talking,weird
He had lighted a little fire of twigs * leaves and in this we burned the \"spook caps.\" I did not see the \"loot sack\" and I asked him about the Mexican money.,and,cravat,them,lined
\"No luck_ * son_\" he said.,my,midnight,distribution,beech
He pointed * the direction through the fields.,out,trivialities,loosened,once
I gave him back the automatic * and the railroad clothes and prepared to set out on my journey.,pistol,absent,protected,hill
It was not above half a dozen miles_ he said_ and I could not miss * way.,the,blasts,bags,confusion
He climbed up on * crossbars of the water tank and pointed out the direction_ the distant hilltop where I would find a turn of the road.,the,breakfast,wreaths,crankridden
I was * to set out when he stopped me.,about,velvety,entered,result
He stooped and in the darkness carefully passed his hand over the * of my shoes.,soles,cheap,your,purchases
I went up the railroad track * I was clear of the wood_ climbed the hill_ and got down into the road.,until,is,sounds,eluded
I had become an outlaw_ a member of the most daring gang of train robbers in * the annals of that high-handed crime.,all,distinguished,convulsive,gone
I slept * morning in the hay beyond the horse stalls.,that,road,nullify,other
It was afternoon * I wakened.,before,cup,transformed,dead
I had gotten into the town just as the circus was unloading_ and_ as it happened_ the road upon which I approached came first to the switch on which the * cars were standing.,horse,way,unknown,corner
The one thing about * I had any knowledge_ in the whole circus_ was horses.,which,inexplicable,do,mathematician
I stopped at the car * helped the man get the horses out.,and,ponderous,host,cue
It was doubtless a fortunate coincidence_ because I fell in as a sort of assistant to the man who * charge of the horse car_ and it gave me a kind of connection with the circus.,had,dissipated,incidents,briefest
I helped him get * animals over to the field and under the horse tent_ and when they had been cared for I went to sleep.,the,incorrect,ironical,excited
I had now * money in my pocket and I sauntered about on that afternoon_ pleased with everything.,some,board,definite,task
The experience of robbing * first train did not seem to affect me.,my,ticked,stresses,prominently
It was * sort of adventure whose elements of danger I had escaped_ and it was now ended.,a,waists,counter,but
I seemed not to realize that there * any further peril about it.,was,completed,hesitated,dozen
I saw Mooney in * afternoon in his canvas chair.,the,generally,crooked,bedside
He paid * attention to me.,no,like—one,fast,victory
White I saw * little later.,a,kept,highwayman,bothered
It was at the * performance.,evening,time,redistribute,whine
I was helping to take away the horses that appeared * the ring.,in,softly,servants,dependent
I was not in the main circus tent * in an attached tent in which the performers mounted.,but,note,albeit,ten
I was bringing out a horse for one of these * when White came up.,riders,become,get,possible
There were two persons standing near the horse: a young girl * like a fairy—dainty and lovely_ I thought_ in her gauze skirts and gilded butterfly wings—and a little woman.,dressed,consideration,rotten,resent
This woman was small and dark haired with * eyes and flat ears set close to her head.,narrow,instance,goods,motor
She * viciously on White when he came up.,turned,symbols,enforcing,outwit
\"You are a *_ Maggie_\" he said.,fool,saw,pearls,submit
She turned suddenly toward * as though she had not noticed me before.,me,miles,preliminary,lions
And she went out * the entrance to the circus tent_ following the big white horse that carried the fairy.,toward,field,able,abstinence
White said only * few words to me when she was gone.,a,immaculate,telephone,overalls
I traveled with the circus as one might travel with a * caravan.,fairy,he,owner,common
Everything was of the deepest * newest interest.,and,alone,insistent,sauntered
But the greatest wonder was the girl * rode the white horse.,who,departure,supper,sprang
The *_ determined_ black-haired woman was always with her.,little,unlink,intend,lighter
I saw her only when I helped her into the saddle and took * the horse.,away,forming,unlocked,motive
She * between the girl and everybody.,stood,resulted,disaster,drawer
There was no exception_ but she did * seem to consider me.,not,casually,entered,convey
Once or twice I saw her looking curiously at me when I * the horse to help the girl into the saddle.,brought,cavernous,impaled,gun
Sometimes she talked * Mooney.,with,disturb,invalidity,bar
I suppose a week passed in this fashion; then one evening_ as I * helping to bed down the horses_ White came into the tent.,was,sound,hunt,thread
The evening performance had ended * it was perhaps midnight.,and,snapped,tense,educational
\"We are going to take * little motor ride_\" he said.,a,lids,urgency,stooped
We made * detour of the circus field and came into the border of the town.,a,sheet,fury,expert
It was a residence street of * better class of houses.,the,carried,puff,been
It was late and the lights of the street had * put out.,been,deeplined,glass,stuff
We * finally before a garage in a lot between two houses.,stopped,headlight,gaunt,astonishment
The door to the garage was locked and White turned the lock * some implement which I could not see.,with,careless,accustomed,unconvinced
Then we * inside and carefully pushed the car out into the street.,went,guard,overheard,effectively
White * the door again behind us.,locked,net,looks,threshold
We pushed the car along the street for perhaps a hundred * before we got in.,yards,makes,latest,simultaneously
The man understood * motor perfectly and we slipped along the street and out of the town.,the,include,enthusiasm,content
At a bridge on the outskirts we picked * Mooney.,up,dogs,avoid,lead
He * his bundle as on our first adventure.,had,relation,railway,inventor
White ran * car at great speed for perhaps two hours; then we pulled up by the roadside and stopped.,the,adhered,false,adequate
Before we got out of the car I had * explanation of Mooney’s occult device against the bloodhound.,an,spread,bringing,crisp
There * a mist of fog.,was,city,cackle,magnificent—a
It had begun to gather * the lowland.,over,tragedy,doubled,examine
We had noticed it—a white blanket lying on the fields as we * along.,came,therefore,counter,distillation
It was now rising_ but it came up slowly as though it were a sort of impalpable stratum formed mysteriously out of the earth and extending_ * some mathematical direction_ upward.,under,heavily,outwardly,husky
It was like a piece of * in the manner in which the thing arose.,enchantment,ruin,impression,frost
It now lay on * world about us extending to the macadam road.,the,foreign,crowded,rusted
Mooney * a flash light out of his pocket.,took,disguises,magnificence,deepseated
It was not the usual * affair.,cylinder,manner,stairway,awhile
It was_ rather_ a little squat lantern with a bull’s-eye bulb; * so_ I imagine—for there was a powerful light concentrated on the small disc and it_ therefore_ required a considerable battery.,thick—necessarily,naming,poker,doctor
He looked at the * on the motor.,clock,briefest,conciliatory,sound
I got up to get out of * car_ when he put his hand on my arm.,the,elevator,lens,sum
He * on in a drawling voice.,went,hack,esteem,cask
He reached into his pocket * took out a flask of what one might imagine to be brandy.,and,depend,files,turn
He drew out the stopper_ poured the * into his hand_ and rubbed it carefully over our shoes.,liquid,newspaper,town,stone
I knew * the instant_ by the odor_ it was turpentine.,on,falling,creature,verify
Mooney was very careful * this thing.,about,hidden,honor,affair
The whole of our * were carefully painted with the turpentine.,shoes,near,tight,liquid
He explained the theory of the thing while he was * work.,at,oily,putting,squinted
The road_ as I have said_ ran parallel to * track.,the,lived,came,placidity
We got out now and went directly across the field * the railroad.,to,moment,stopping,three
Here_ close beside the track_ Mooney set up a piece of * cross tie.,rotten,inevitably,cathedral,witnesses
It * to be a signal_ as I later discovered; and we should return this way.,was,haired,freshen,below
Then he * back along the track.,walked,lookin,sell,serious
I was perhaps at * more than half a mile that we came to a semaphore.,something,almost,stuttering,bound
It was only in the knowledge of future events that I * what we were about to do; and it is in the light of this knowledge that I am able to describe what happened.,understood,knoll,train,company
The men had determined to hold up the * passenger train from Washington to New Orleans.,through,smiled,come,derelicts
Their original intention was to stop this train at a water tank but for some reason they gave up this plan; I think it was because knowledge of the * train robbery made them fear that the usual stopping places would be watched.,other,peril,accustomed,instant
So they determined * another device.,upon,neighboring,her—thats,bottom
A macadamized road paralleled * railroad track and they decided to commandeer a motor car_ follow the track to some isolated point_ and there stop the train.,the,fails,organisms,outlined
This road had what is known as the block system of signals; that is to say_ every mile * the track there was a semaphore which informed the engineer whether or not there was another train in the same block or on the same track.,along,shaken,type,waited
It was Mooney’s plan to short circuit two of the wires of the semaphore and * such connection that the red light would show.,make,security,six,completed
When we were * the ground before the track_ White_ who seemed the mechanic_ tried to accomplish this.,on,telegraph,laugh,bud
But the semaphore arm kept turning around and around and * not stop.,would,telephone,ghostly,forefinger
It was the ingenious Mooney who found * way out of this difficulty.,a,ditch,lie,departed
When White found out that the semaphore could be thus managed he left it as it was_ restoring * proper connections.,its,illomened,cursed,hieroglyphics
Mooney * practically the same outfit we had used on the previous occasion_ except that he had invented a new kind of mask.,had,knees,date,envelope—sealed
This mask was made so that it was placed in the hat * could not be seen.,and,railroad,lucky,inquire
It had a hem at the bottom_ entirely around_ and filled with * so that_ immediately on lifting the hat_ the mask dropped over the face and stayed there.,shot,cobwebs,performance,discovered
There were no holes in it except two round * for eyes.,ones,instinct,sacks,necessary
We got into our disguises and * for the train.,waited,their,non,discount
In order to make no mistake_ it was the plan * this man to sit fast until we heard the through train blow for a station_ two miles away.,of,society,thrown,sharp
That * give us time to fix the semaphore.,would,wreaths,tight,exquisitely
It seemed a long time as * sat there in the darkness waiting for the train; but it was perhaps_ in fact_ less than half an hour.,we,depends,mold,pellets
Directly we heard the whistle in the distance and we went down to the track; White had got a piece of fence wire and he now climbed the pole and tied the * semaphore arm down over the green and white lights.,red,exactly,appeared,employees
Mooney went about fifty yards along the track in the direction * which the train was coming_ and waited at the place where he thought the engine would stop.,from,place,whisked,exists
