These insects are mostly of small size_ and nearly all are * to the farmer or fruit raiser as pests.,known,bee,maintained,are
Seventeen of them were * in one stomach.,found,flies,for,grain
Grasshoppers do not at any time constitute an important element of the food of the chickadee_ as they are too large for so * a bird; moreover_ they are for the most part terrestrial Insects_ while the bird is essentially arboreal.,small,inhabits,principally,outnumbering
Small wasps and ants are eaten to some extent Spiders constitute an Important element of the food and are eaten at all times of the year_ the birds locating * when they are hibernating in winter_ as well as when they are active in summer.,them,eagerly,rivers,newly
The vegetable food of the chickadee consists largely of small seeds_ except in summer_ when they * replaced by pulp of wild fruit.,are,harmonious,liege,aid
The wax from the seeds of poison ivy Is eaten during the winter months_ but the seeds * are not taken.,themselves,resorts,devour,threefourths
In this respect the chickadee differs from most other birds_ * swallow the seeds whole; these_ after digesting the wax_ pass the seeds through the alimentary canal_ or regurgitate them_ and so scatter them broadcast to reproduce the noxious plants.,which,circumstances,oats,insignificant
In the southern part of the country the Carolina chickadee and the tufted tit replace the black-cap_ but their food habits are so similar that there * practically no difference in the work done.,is,nest,return,stream
In the West * other species occur; one of the most interesting is the bush tit which_ with several subspecies_ occupies the whole Pacific coast region.,several,shell,law,resident
Of these the most important was a small hemipterous * which amounted to more than half of the stomach contents.,insect,bobwhite,alder,illustration
These insects are of considerable economic importance_ as they frequently infest grapevines and other plants to * harmful extent Several stomachs were almost exclusively filled with these minute creatures_ some containing as many as 100 individuals.,a,acquire,tending,burrow
Perhaps * most important and interesting insect found was the black olive scale_ which occurred in 24 stomachs and amounted to a little more than 18 per cent of the food.,the,weakerbilled,increase,corresponding
In addition_ a number of the stomachs were more or less filled with another scale_ which was * further identified.,not,farms,restraining,certain
A number of small snout beetles (weevils) * eaten and some small caterpillars; there were also the remains of a spider.,were,glimmer,decaying,wheat
The vegetable food of the species seemed to consist * of seeds_ but they were so broken up as to defy recognition.,mostly,valley,mollusks,foxtail
A little fruit pulp and * little mast were also found.,a,palustris,damaging,absent
Among the stomachs of the bush tits examined were those of one brood of eight nestlings about 10 * old.,days,beeeating,pea,material
The * matter in these stomachs was only three-fourths of 1 per cent and consisted of one seed and some rubbish.,vegetable,ants,included,trait
The animal * was made up of beetles_ wasps_ bugs_ caterpillars and pupæ_ and spiders.,matter,ran,when,east
The greatest interest lies in the fact that every one of these stomachs contained pupæ of the codling moth_ on an average of * five to each.,over,milder,dried,upon
The oak tree in which these birds were found was in a belt of timber near a neglected orchard which the parent birds used as a foraging ground_ and they did their best to remedy the * of the owner.,neglect,cherry,scale,obtrusive
As feeding and digestion in the case of nestling * is almost continuous during the hours of daylight_ the above record would be several times repeated during a day’s feeding.,birds,among,examining,roosts
There were probably not less than * dozen nests of the bush tit along the border of this orchard_ and these birds must have exerted a great restrictive influence upon the increase of the codling moth_ as well as of other insects in that vicinity.,a,done,inhabits,bushes
In food habits the house wren is * beneficial.,entirely,sitting,potatobug,milo
Half of this food * of grasshoppers and beetles; the remainder of caterpillars_ bugs_ and spiders.,consisted,begin,wellknown,those
As the * is a prolific breeder_ frequently rearing in a season from 12 to 16 young_ a family of these birds must cause considerable reduction in the number of insects in a garden.,wren,wellmarked,migration,chinquaquins
Wrens are industrious foragers_ searching every tree_ shrub_ and vine for caterpillars_ and examining every post and * of the fence and every cranny in the wall for insects or spiders.,rail,doubt,slightly,one
The * wren is only one of a numerous group of small birds of similar habits.,house,else,marsh,particular
There are within the limits of the United States 28 species and subspecies of *_ occupying more or less completely the whole country from the Atlantic to the Pacific.,wrens,farmers,housing,prolific
With the exception of the marsh *_ they all appear to prefer some cosy nook for a nesting site_ and_ as it happens_ the farm buildings afford just the place desired.,wrens,army,decay,fence
This has led several of the wrens to seek out the habitations of man_ and he is benefited by their * of noxious insects.,destruction,heaps,placed,crop
Wrens have rarely been accused of harm_ and their presence should be encouraged except when undue * with the nests of other birds is noted.,interference,precise,robbing,tenth
Telmatodytes palustris * Cistotherus stellaris.,and,how,builds,search
It visits the garden or orchard_ its nest_ however_ being in * shrubbery or groves.,dense,reach,four,extended
The thrasher’s favorite time for singing is in early morning_ when_ perched on the top of a * or tree_ it gives an exhibition of vocal powers which would do credit to the mockingbird.,bush,sample,hundreds,any
Indeed_ in * South_ where the latter bird is abundant_ the thrasher is known as the sandy mocker.,the,range,hives,redshafted
The * of the brown thrasher consists of both fruit and insects.,food,may,currants,beechnuts
An examination of 636 stomachs showed 59 per * of vegetable and 41 per cent of animal food_ practically all insects_ and mostly taken in spring before fruit was ripe.,cent,snow,snug,haunting
Half the insects were beetles and the remainder chiefly *_ caterpillars_ bugs_ and spiders.,grasshoppers,distributed,beginning,mast
A few predacious beetles were eaten_ but on * whole the work of the species as an insect destroyer may be considered beneficial.,the,unchanged,builds,dollars
Eight per cent of its food is made up of fruits like raspberries and currants which are or may be cultivated_ but the raspberries * least are as likely to belong to wild as to cultivated varieties.,at,fish,consists,shed
Grain_ made up mostly of scattered kernels of oats and corn_ is merely a *_ amounting to only 3 per cent.,trifle,farmer,verified,abodes
Though * of the corn may be taken from newly planted fields_ it is amply paid for by the destruction of May beetles which are eaten at the same time.,some,bodies,strong,provide
The rest * the food consists of wild fruit or seeds.,of,teeming,fondness,perforce
Taken all in all_ the brown thrasher is a useful bird_ and probably does as good work in its secluded retreats as it would about the garden_ for the swamps and groves * no doubt the breeding grounds of many insects that migrate thence to attack the crops of the farmer.,are,course,we,helpful
It is found throughout the United States * to the Rocky Mountains_ and extends also from Washington_ Idaho_ and Utah northward into the Provinces of Canada.,west,economically,concluded,aggregate
It winters in the Southern States_ Cuba_ Mexico_ * Central America.,and,with,takes,remains
Reports from * Mississippi Valley indicate that the catbird is sometimes a serious annoyance to fruit growers.,the,around,ricebird,winters
There is in consequence a large increase in the numbers of the birds_ but no corresponding gain in the supply of native fruits upon which * were accustomed to feed.,they,observe,rollicking,sawflies
Under these circumstances what is more natural than * the birds to turn to cultivated fruit for their food.,for,hawk,jays,grasses
The * is obvious: Cultivated fruits can be protected by the simple expedient of planting the wild species which are preferred by the birds.,remedy,percentages,freely,groves
Some experiments with catbirds in * show that the Russian mulberry is preferred to any cultivated fruit.,captivity,congregate,deposit,winter
The stomachs of 645 catbirds were examined and * to contain 44 per cent of animal (insect) and 56 per cent of vegetable food.,found,bank,thousand,well
Ants_ beetles_ caterpillars_ and grasshoppers * three-fourths of the animal food_ the remainder being made up of bugs_ miscellaneous insects_ and spiders.,constitute,lizard,thickets,raiser
The rest of the vegetable matter is mostly wild fruit_ as cherries_ dogwood_ sour gum_ elderberries_ greenbrier_ spiceberries_ black alder_ sumac_ and * ivy.,poison,unintentionally,probable,neighboring
Although the catbird * does considerable harm by destroying small fruit_ it can not on the whole be considered injurious.,sometimes,we,contributed,morsels
On the contrary_ in most parts of the country it does far * good than harm.,more,cultivated,orioles,bark
Seven common species of swallows are found within the limits of the United States_ four of which have abandoned to some extent their * nesting habits and have attached themselves to the abodes of man.,primitive,cottongrowing,lord,touches
More recently the cliff swallow has found a better nesting site under the eaves * buildings than was afforded by the overhanging cliffs of earth or stone which it once used and to which it still resorts occasionally in the East and habitually in the unsettled West.,of,killing,nighthawks,examination
The martin and the white-bellied_ or tree_ swallow nest either in houses supplied for the purpose_ in abandoned * of woodpeckers_ or in natural crannies in rocks.,nests,peck,northern,mammals
The northern violet-green swallow_ the rough-winged swallow_ and the bank * still live in practically such places as their ancestors chose.,swallow,hundreds,limiting,alfalfa
Field observation convinces * ordinarily attentive person that the food of swallows must consist of the smaller insects captured in mid-air or picked from the tops of tall grass or weeds.,an,onehalf,offense,instead
This observation is borne out by an examination of stomachs_ which shows that the food is * up of many small species of beetles which are much on the wing; many species of flies_ together with large quantities of flying ants; and a few insects of similar kinds.,made,comprised,person,females
Most of these are either injurious or annoying_ and the numbers destroyed by swallows are not only beyond * but almost beyond imagination.,calculation,invertebrates,neighborhood,fewest
Unlike many other groups of birds_ * six species of swallows found in the Eastern States extend in a practically unchanged form across the continent_ where they are reinforced by the northern_ or Pacific-coast_ violet-green swallow.,the,superabundant,equivalent,rods
It is a mistake to tear down from * eaves of a barn the nests of a colony of cliff swallows_ for so far from disfiguring a building they make a picturesque addition to it_ and the presence of swallows should be encouraged by every device.,the,disastrous,allied,numbers
It * said that cliff and barn swallows may be induced to build their nests in a particular locality_ otherwise suitable_ by providing a quantity of mud to be used by them as mortar.,is,done,sought,strong
Barn swallows may also be encouraged by cutting a small hole in the gable of the barn_ while martins and white-bellied swallows will be * for boxes like those for the bluebird_ but placed in a higher situation.,grateful,individuals,beeeating,blackbill
It breeds * the Middle States northward and winters in the southern half of the country.,from,shooting,poles,him
Naturally associated * the catbird and brown thrasher_ it lives in much the same places_ though it is more given to haunting hedgerows along roads and fences.,with,alder,weevils,them
The good which the towhee does in this way can hardly be overestimated_ since the death of * single insect at this time_ before it has had an opportunity to deposit its eggs_ is equivalent to the destruction of a host later in the year.,a,melons,charlock,kill
The towhee has also been credited with visiting * fields and feeding upon the potato beetle.,potato,denied,similarly,including
Its vegetable food * of seeds and small wild fruits_ but no complaint on this score is known to have been made.,consists,morsels,estimate,down
So * as observation goes_ the bird never touches either cultivated fruit or grain; in fact_ it is too shy and retiring even to stay about gardens for any length of time.,for,violetgreen,consumes,may
The sparrows here mentioned * all native species.,are,sections,blue,swallow
A full account of the English_ or house_ sparrow (Passer domesticus)_ including its introduction_ habits_ and *_ was published In Bull.,depredations,function,pears,juicy
Sparrows * not obtrusive birds_ either in plumage_ song_ or action.,are,wanton,irregularly,stately
There are some 40 species_ with * as many subspecies_ in North America.,nearly,flycatchers,smaller,tarcoated
Not more than half a dozen * are generally known in any one locality.,forms,point,destroys,wellmarked
All the species are more or less migratory_ * so widely are they distributed that there is probably no part of the country where some can not be found throughout the year.,but,serious,figures,hairy
While sparrows are noted seed eaters_ they do not by any means confine themselves to * vegetable diet.,a,difference,rodents,fledged
During the summer_ and especially in the breeding season_ they eat many insects and feed * young largely upon the same food.,their,berryproducing,pulling,completely
In the case of the chipping sparrow these * form one-eighth of the food.,insects,catbirds,fewest,no
Grasshoppers would seem to be rather large morsels_ but the bird probably confines itself to the smaller species; *_ the greatest amount (over 36 per cent) is eaten in June_ when the larger species are still young and the smaller most numerous.,indeed,observed,lark,delicate
Besides the insects already *_ many wasps and bugs are taken.,mentioned,colonies,dollars,brilliant
Predacious and parasitic hymenopterous insects and predacious beetles_ all useful_ are eaten only to * slight extent_ so that as a whole the insect diet of the native sparrows may be considered beneficial.,a,scarce,brought,illustrate
There are several records of potato-bug larvæ * by chipping sparrows.,eaten,flickers,found,list
Their vegetable food * limited almost exclusively to hard seeds.,is,sassafras,characteristics,lasting
This might seem to indicate that the birds feed to some extent upon grain_ but the stomachs examined show only one kind_ *_ and but little of that.,oats,protected,locality,palmetto
The great bulk of the food is made up of grass * weed seeds_ which form almost the entire diet during winter_ and the amount consumed is immense.,and,yearly,perched,destroyer
A person visiting one of these weed patches on a sunny morning in January_ when the thermometer is 20° * more below zero_ will be struck with the life and animation of the busy little inhabitants.,or,useful,lining,ripen
Instead of sitting forlorn and half frozen_ they may * seen flitting from branch to branch_ twittering and fluttering_ and showing every evidence of enjoyment and perfect comfort.,be,much,hive,come
If one of * is captured it will be found in excellent condition; in fact_ a veritable ball of fat.,them,late,introduced,present
The snowbird and tree sparrow are perhaps * most numerous of all the sparrows.,the,spot,frogs,hardest
Examination * many stomachs shows that in winter the tree sparrow feeds entirely upon seeds of weeds.,of,liege,shooting,incalculable
Probably * bird consumes about one-fourth of an ounce a day.,each,cotton,liege,files—insects
In an article contributed in 1881 to the New York Tribune the writer estimated the amount of weed seed annually destroyed by * birds in Iowa.,these,primitive,very,peck
Large as are * figures_ they unquestionably fall far short of the reality.,these,juicy,region,pupæ
The estimate of 10 birds to a square mile is very conservative_ for in Massachusetts_ where the food supply is less than in the Western States_ the tree sparrow is * more abundant than this in winter.,even,growth,mammals,wild
The writer has known places in Iowa where several thousand tree sparrows could be seen within the * of a few acres.,space,parts,subsisted,borer
This estimate_ moreover_ is for a single species_ while_ as a matter of fact_ there are at least half a dozen birds (not all sparrows) that habitually feed during winter on * seeds.,these,cornear,infest,chinquaquins
Of all the sparrow groups_ there is probably no *_ unless it be the exotic form known as the English sparrow_ that has by reason of Its food habits called down so many maledictions upon Its head as the house finch_ red head_ or linnet_ as it is variously called.,member,veritable,products,shy
This bird_ like * other members of its family_ is by nature a seed eater_ and before the beginning of fruit raising in California probably subsisted upon the seeds of weeds_ with an occasional taste of some wild berry.,the,foregoing,army,enter
Now_ however_ when orchards have extended throughout the length and * of the State and every month from May to December sees some ripening fruit_ the linnets take their share.,breadth,roofs,cloverleaf,scientific
As their number Is legion_ the sum total of the fruit that they * is more than the fruit raiser can well spare.,destroy,partiality,buprestid,inclusive
As the bird has a stout *_ it has no difficulty in breaking the skin of the hardest fruit and feasting upon the pulp_ thereby spoiling the fruit and giving weaker-billed birds a chance to sample and acquire a taste for what they might not otherwise have molested.,beak,nutriment,smallest,telegraph
Complaints against this bird have been many and loud_ more especially * the years when fruit crops first came to be an important factor in the prosperity of the Pacific coast.,in,warm,favorite,frequent
At that time the various fruits afforded the linnets a new and easily obtained food_ while * had reduced their formerly abundant supply of weed seed.,cultivation,cattle,written,occupied
When the early fruit growers saw their expected golden harvest suddenly snatched away or at least much reduced in value by the * marauders_ it is no wonder that they were exasperated and wished to destroy the authors of the mischief.,little,occupied,insignificant,grateful
An agent was also sent to the fruit-raising sections_ who watched the birds in the orchards and collected * number of them.,a,unnoticed,person,throughout
In this way 1_206 stomachs were obtained and carefully examined_ and the * shows that animal food (insects) constituted 2.44 per cent and vegetable food 97.56 per cent of the stomach contents_ not counting gravel.,result,tip,palustris,in
So small a proportion of * food can not_ of course_ mean a great destruction of insects.,animal,weakerbilled,coming,next
As these stomachs were collected in every month_ with the greater number taken during the summer_ it is evident that whatever good one may expect * the linnet must not be looked for in this direction.,from,improvement,elusive,careful
Unlike most of the sparrow *_ the linnet does not feed its young upon Insects to any great extent.,family,weakerbilled,strictly,grubworms
The contents of the stomachs of * number of nestlings were carefully examined_ and the only animal food was found to consist of wooly plant lice.,a,shall,billbugs,prairies
These also constituted the great bulk of the animal * eaten by adults.,food,represented,formerly,out
The vegetable food of the * consists of three principal items—grain_ fruit_ and weed seeds.,species,dwelling,former,bobwhite
Grain amounts to less * 1½ per cent in August_ which is the month of greatest consumption_ and the average for the year is a trifle more than one-fourth of 1 per cent.,than,everywhere,examination,complaints
Fruit attains its maximum in September_ when it amounts to 27 per cent * the whole food_ but the average for the year is only 10 per cent.,of,on,ricebird,bred
The seeds of weeds constitute the bulk of the diet of the linnet_ and in August_ the month of least consumption_ amount to about 64 per * of the food.,cent,jay,unfairly,never
The average for the year is 86 * cent.,per,standing,shed,fully
From the foregoing it is evident that whatever the linnet’s sins may be_ grain eating is * one of them.,not,no,resident,trace
In view of the great complaint made against * fruit-eating habits_ the small quantity found in the stomachs taken is somewhat of a surprise.,its,build,hymenopterous,prairies
But it * be remembered that the stomach contents do not tell the whole story.,must,nests,glad,see
When a bird takes a single peck from a cherry or an apricot_ it spoils the whole fruit_ * in this way may ruin half a dozen in taking a single meal.,and,fostering,stealer,presence
It is safe to say that the fruit pulp found In the stomach does * represent more than one-fifth of what is actually destroyed.,not,plow,blueberries,must
That the linnets are persistent and voracious eaters of early fruits_ especially cherries and apricots_ * fruit raiser hi California will bear testimony.,every,always,separately,seeds
That the damage is * serious no one will deny.,often,easily,peculiarly,itself
It is noticeable_ however_ that the earliest varieties are the ones most affected; also_ that in large orchards the damage is not perceptible_ while in small plantations the * crop is frequently destroyed.,whole,like,return,ravine
Throughout the * it is resident as far north as southern Illinois_ and in summer extends its range into the Canadian Provinces.,year,indulges,races,inglorious
In the Mississippi Valley it is one of the most abundant of birds_ preferring * nest in the artificial groves and windbreaks near farms instead of in the natural \"timber\" which it formerly used.,to,crickets,collected,cultivated
It breeds also * parks and near buildings_ often in considerable colonies.,in,representatives,whenever,bugs
Farther east_ in New England_ it is only locally abundant_ though * seen in migration.,frequently,reduced,caves,looked
In the latter * of August and throughout September it is found in immense numbers before moving southward.,days,brood,consequently,eater
The grackle is accused of * sins_ such as stealing grain and fruit and robbing the nests of other birds.,many,considerably,said,regularly
An examination of 2_346 stomachs shows * nearly one-third of its food consists of insects_ most of which are injurious.,that,tops,four,leafchafer
The bird also eats * few snails_ crawfishes_ salamanders_ small fish_ and occasionally a mouse.,a,immediately,same,wrens
The stomach contents do not indicate that it robs other birds’ nests to any great extent_ as remains of birds and birds’ eggs amount to less * half of 1 per cent.,than,lined,woodpeckers,represent
It is * account of its vegetable food that the grackle most deserves condemnation.,on,southerly,absolute,said
Grain is eaten during the whole year_ and only for a short time in summer is other food * enough to induce the bird to alter its diet.,attractive,rare,look,becomes
The grain taken in winter and * probably consists of waste kernels from stubble.,spring,attains,army,sloughs
The stomachs do not indicate that the bird pulls sprouting grain; but the wheat eaten in July and August and the * eaten in the fall are probably from fields of standing grain.,corn,conspicuous,arrivals,coloration
The * amount of grain consumed during the year constitutes 45 per cent of the food_ but it is safe to say that at least half is waste grain and consequently of no value.,total,strongly,peculiarity,complaint
Although the crow blackbird eats a few cherries and blackberries in their season_ and in the fall some * fruit_ it apparently does no damage in this way.,wild,peas,our,did
Large flocks of grackles no doubt do considerable injury to grain crops_ and there seems to be no remedy_ except * destruction of the birds_ which is in itself expensive.,the,cherished,when,function
